"GEO_ID","id"
"S0802_C04_069M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0802_C04_070E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home"
"S0802_C04_070M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home"
"S0802_C04_071E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0802_C04_071M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0802_C04_072E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0802_C04_072M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0802_C04_073E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0802_C04_073M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0802_C04_074E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0802_C04_074M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0802_C04_075E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0802_C04_075M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0802_C04_076E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0802_C04_076M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0802_C04_077E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0802_C04_077M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0802_C04_078E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0802_C04_078M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0802_C04_079E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0802_C04_079M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0802_C04_080E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0802_C04_080M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0802_C04_081E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0802_C04_081M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0802_C04_082E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0802_C04_082M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0802_C04_083E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0802_C04_083M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0802_C04_084E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0802_C04_084M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0802_C04_085E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0802_C04_085M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0802_C04_086E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0802_C04_086M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0802_C04_087E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0802_C04_087M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0802_C04_088E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0802_C04_088M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0802_C04_089E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes"
"S0802_C04_089M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes"
"S0802_C04_090E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)"
"S0802_C04_090M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)"
"S0802_C04_091E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over in households"
"S0802_C04_091M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over in households"
"S0802_C04_092E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units"
"S0802_C04_092M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units"
"S0802_C04_093E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units"
"S0802_C04_093M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units"
"S0802_C04_094E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available"
"S0802_C04_094M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available"
"S0802_C04_095E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!1 vehicle available"
"S0802_C04_095M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!1 vehicle available"
"S0802_C04_096E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!2 vehicles available"
"S0802_C04_096M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!2 vehicles available"
"S0802_C04_097E","Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S0802_C04_097M","Margin of Error!!Public transportation (excluding taxicab)!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S0802_C04_098E","Estimate!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Means of transportation to work"
"S0802_C04_098M","Margin of Error!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Means of transportation to work"
"S0802_C04_099E","Estimate!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0802_C04_099M","Margin of Error!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0802_C04_100E","Estimate!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Travel time to work"
"S0802_C04_100M","Margin of Error!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Travel time to work"
"S0802_C04_101E","Estimate!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Vehicles available"
"S0802_C04_101M","Margin of Error!!Public transportation (excluding taxicab)!!PERCENT ALLOCATED!!Vehicles available"
